species,class,order,weight_kg,length_cm,conservation_status
Doctor class,Mammalia,Passeriformes,2713.678,873.51,Endangered
Probably better,Reptilia,Passeriformes,155.085,558.18,Vulnerable
Exactly hour,Mammalia,Anura,2764.924,676.4,Near Threatened
Task success,Aves,Primates,2276.037,2763.33,Critically Endangered
Through human,Reptilia,Squamata,3137.829,512.77,Vulnerable
Loss crime,Actinopterygii,Carnivora,1925.728,1420.63,Vulnerable
Current though,Reptilia,Rodentia,235.455,2330.58,Vulnerable
White generation,Amphibia,Passeriformes,107.402,67.76,Least Concern
Always full,Aves,Passeriformes,1181.369,2034.5,Critically Endangered
My up,Aves,Squamata,1811.324,1070.75,Endangered
Owner or,Mammalia,Passeriformes,4916.479,357.08,Endangered
Laugh town,Actinopterygii,Primates,4998.157,741.22,Vulnerable
Both career,Aves,Rodentia,2660.643,2098.7,Least Concern
Ever generation,Actinopterygii,Primates,3958.801,2404.92,Extinct in the Wild
Major likely,Amphibia,Squamata,1328.21,2458.8,Least Concern
Investment beyond,Reptilia,Anura,3705.245,2121.88,Least Concern
Include interesting,Actinopterygii,Carnivora,4104.284,1889.27,Vulnerable
Suddenly itself,Aves,Rodentia,1030.35,971.88,Critically Endangered
Mr wall,Actinopterygii,Anura,3846.721,115.28,Critically Endangered
Value media,Reptilia,Primates,3438.725,2157.18,Extinct in the Wild
Your actually,Amphibia,Rodentia,3228.287,556.04,Extinct in the Wild
Nation how,Mammalia,Passeriformes,2695.726,2123.36,Least Concern
Especially same,Mammalia,Rodentia,3002.643,396.69,Endangered
Rise together,Aves,Rodentia,594.818,2236.97,Vulnerable
Compare girl,Aves,Carnivora,4486.43,2799.3,Extinct in the Wild
List move,Mammalia,Squamata,4205.982,1922.26,Endangered
Front eight,Reptilia,Rodentia,1759.772,1833.41,Least Concern
Until each,Mammalia,Anura,4848.345,2867.23,Least Concern
Force so,Aves,Carnivora,3928.51,2405.06,Near Threatened
Relate add,Mammalia,Passeriformes,2704.726,2648.26,Least Concern
Scientist south,Aves,Passeriformes,1182.569,2813.42,Vulnerable
Travel who,Actinopterygii,Rodentia,3827.641,2719.0,Extinct in the Wild
Performance whom,Mammalia,Anura,4650.918,1216.67,Least Concern
Teach buy,Actinopterygii,Anura,4671.431,2130.81,Endangered
Stop up,Aves,Passeriformes,4187.853,132.53,Least Concern
Best treat,Reptilia,Squamata,564.175,2975.39,Least Concern
Table admit,Actinopterygii,Rodentia,1936.555,754.28,Endangered
Top eye,Amphibia,Rodentia,4381.541,1282.83,Near Threatened
Eight green,Aves,Anura,4624.366,976.75,Endangered
Event leg,Actinopterygii,Rodentia,4796.025,2756.75,Endangered
Leave alone,Reptilia,Passeriformes,340.852,2813.09,Vulnerable
Its resource,Amphibia,Primates,1548.265,1039.73,Vulnerable
Technology base,Actinopterygii,Rodentia,4273.886,1056.19,Critically Endangered
Work eat,Actinopterygii,Anura,2279.945,1134.03,Least Concern
Office traditional,Amphibia,Rodentia,4041.82,2518.01,Critically Endangered
Hand but,Reptilia,Passeriformes,1984.68,2950.58,Vulnerable
Quite involve,Amphibia,Passeriformes,565.109,736.35,Extinct in the Wild
Church federal,Aves,Rodentia,4382.084,635.64,Near Threatened
Speak fine,Actinopterygii,Rodentia,1432.818,941.88,Near Threatened
Agency protect,Aves,Carnivora,3810.251,910.17,Least Concern
Medical pressure,Aves,Rodentia,1738.85,2602.41,Near Threatened
Finish investment,Actinopterygii,Carnivora,1910.387,66.84,Vulnerable
Site bad,Mammalia,Primates,4804.972,1469.15,Vulnerable
Physical goal,Aves,Passeriformes,378.896,1099.64,Endangered
Some hit,Actinopterygii,Squamata,3230.032,2180.58,Near Threatened
Blood try,Reptilia,Carnivora,1023.32,652.75,Critically Endangered
Remember sure,Mammalia,Squamata,1271.445,1926.91,Least Concern
Everything yard,Mammalia,Anura,1922.591,1025.94,Extinct in the Wild
Lawyer off,Actinopterygii,Squamata,2301.25,907.63,Endangered
Us behind,Aves,Carnivora,4081.732,2657.32,Extinct in the Wild
Pull art,Aves,Passeriformes,4372.884,1427.56,Vulnerable
Second sound,Aves,Squamata,4814.826,2845.76,Extinct in the Wild
Prove reveal,Actinopterygii,Anura,2263.41,1773.78,Least Concern
Firm spring,Aves,Carnivora,50.18,544.73,Near Threatened
Like together,Amphibia,Squamata,3091.508,84.73,Extinct in the Wild
Instead medical,Reptilia,Squamata,3111.365,742.56,Critically Endangered
News black,Amphibia,Primates,2275.647,1544.57,Least Concern
Summer against,Mammalia,Carnivora,4140.216,1735.11,Endangered
Agency appear,Mammalia,Passeriformes,1656.866,1917.56,Extinct in the Wild
Reality character,Actinopterygii,Passeriformes,785.936,938.0,Vulnerable
Risk resource,Actinopterygii,Anura,2915.238,98.93,Vulnerable
Your option,Amphibia,Squamata,4917.643,926.84,Least Concern
Available environmental,Actinopterygii,Primates,1529.071,2778.46,Vulnerable
Enough three,Actinopterygii,Passeriformes,3238.177,1503.16,Extinct in the Wild
Government entire,Aves,Squamata,4431.386,763.14,Critically Endangered
None return,Aves,Primates,4888.642,1552.73,Vulnerable
Simple interview,Aves,Anura,727.77,619.1,Extinct in the Wild
Develop science,Aves,Primates,4045.831,583.4,Least Concern
Kid collection,Reptilia,Passeriformes,3597.335,226.73,Vulnerable
Different staff,Reptilia,Squamata,1102.934,1642.95,Vulnerable
Hotel stand,Mammalia,Anura,913.768,1389.88,Vulnerable
Describe back,Reptilia,Squamata,718.133,467.62,Near Threatened
Race card,Actinopterygii,Rodentia,685.671,2245.22,Endangered
Participant lay,Mammalia,Anura,2144.602,2774.86,Extinct in the Wild
Strong similar,Reptilia,Passeriformes,690.086,2210.34,Endangered
Score experience,Amphibia,Passeriformes,1584.817,535.12,Endangered
Lead lawyer,Aves,Rodentia,4412.599,2300.83,Extinct in the Wild
War entire,Amphibia,Carnivora,2035.353,1756.19,Least Concern
Support large,Reptilia,Anura,4614.142,2451.73,Vulnerable
Lot environment,Aves,Squamata,1165.481,1311.44,Vulnerable
Could growth,Amphibia,Passeriformes,67.881,520.19,Critically Endangered
May hear,Reptilia,Anura,4520.31,1684.28,Near Threatened
Water benefit,Actinopterygii,Anura,4242.217,2706.45,Endangered
Decade government,Amphibia,Rodentia,1170.421,2368.78,Critically Endangered
Stop social,Mammalia,Carnivora,3790.353,225.04,Endangered
Without key,Amphibia,Primates,4221.457,506.04,Critically Endangered
Best land,Mammalia,Passeriformes,1159.832,1521.12,Endangered
Avoid film,Actinopterygii,Rodentia,947.496,787.25,Vulnerable
Represent be,Reptilia,Passeriformes,4677.417,1568.56,Vulnerable
Wind support,Actinopterygii,Anura,4168.78,2931.05,Near Threatened
Forward body,Actinopterygii,Primates,1591.485,2816.22,Critically Endangered
Then paper,Amphibia,Primates,3418.425,2765.83,Endangered
Money worry,Mammalia,Anura,4017.048,1741.66,Near Threatened
Month nor,Mammalia,Passeriformes,3754.417,2444.28,Critically Endangered
Ball might,Aves,Squamata,2112.912,2958.27,Endangered
Have mission,Reptilia,Rodentia,180.338,1752.21,Endangered
Share that,Reptilia,Squamata,1131.149,2743.96,Critically Endangered
Event clear,Mammalia,Rodentia,4657.421,1968.04,Vulnerable
Million moment,Amphibia,Carnivora,2866.855,11.52,Critically Endangered
Artist improve,Amphibia,Passeriformes,1983.087,641.58,Critically Endangered
Also camera,Mammalia,Anura,3675.711,2312.23,Critically Endangered
Actually threat,Amphibia,Carnivora,3681.705,2397.72,Least Concern
Late method,Reptilia,Passeriformes,2464.347,2119.75,Near Threatened
Under already,Mammalia,Squamata,81.709,367.86,Vulnerable
Cover particular,Mammalia,Primates,494.977,677.92,Least Concern
Under although,Amphibia,Squamata,3889.145,1889.73,Least Concern
Blood letter,Aves,Primates,3868.421,2285.3,Extinct in the Wild
Image floor,Reptilia,Primates,4274.837,369.12,Least Concern
Child ten,Reptilia,Primates,4978.322,2824.71,Least Concern
Rest against,Actinopterygii,Rodentia,1578.583,829.82,Least Concern
Around fight,Mammalia,Passeriformes,3867.635,2487.62,Extinct in the Wild
A do,Reptilia,Rodentia,3414.126,2660.46,Extinct in the Wild
Doctor mission,Reptilia,Anura,2152.627,1237.22,Vulnerable
Piece again,Aves,Anura,1490.696,1484.32,Extinct in the Wild
Benefit certainly,Actinopterygii,Squamata,2931.679,1451.04,Near Threatened
Modern capital,Reptilia,Anura,1999.063,773.97,Extinct in the Wild
Process whatever,Mammalia,Primates,2300.45,409.58,Endangered
Alone still,Reptilia,Rodentia,4450.448,2097.69,Endangered
Indeed around,Reptilia,Rodentia,3266.502,2259.61,Least Concern
Life station,Amphibia,Passeriformes,796.197,2691.9,Least Concern
Country foreign,Mammalia,Carnivora,3423.767,2215.1,Least Concern
Direction glass,Amphibia,Carnivora,934.84,2098.35,Near Threatened
Expert big,Reptilia,Carnivora,1898.356,1044.78,Near Threatened
Necessary there,Reptilia,Carnivora,2301.341,1749.96,Extinct in the Wild
Drug film,Mammalia,Squamata,1708.494,531.07,Vulnerable
Inside strong,Actinopterygii,Passeriformes,166.736,2169.24,Extinct in the Wild
Product maintain,Amphibia,Carnivora,91.504,910.1,Vulnerable
Billion writer,Aves,Passeriformes,862.695,2771.63,Least Concern
West style,Reptilia,Anura,1651.657,2973.73,Critically Endangered
Them use,Reptilia,Squamata,1784.376,1916.59,Least Concern
Arrive that,Amphibia,Rodentia,2242.148,181.89,Critically Endangered
Work produce,Actinopterygii,Carnivora,3447.432,2410.2,Endangered
Who to,Amphibia,Anura,3010.97,2181.26,Extinct in the Wild
Ask mission,Amphibia,Primates,1583.378,1184.08,Endangered
Mouth year,Mammalia,Anura,3517.072,2493.62,Extinct in the Wild
Nation specific,Aves,Squamata,2164.385,1736.31,Extinct in the Wild
Beat give,Actinopterygii,Primates,2181.005,2992.4,Critically Endangered
Practice finish,Reptilia,Passeriformes,2079.505,1760.17,Least Concern
Win fight,Mammalia,Carnivora,2017.064,2200.68,Least Concern
Range measure,Aves,Primates,162.818,1527.81,Extinct in the Wild
His president,Amphibia,Primates,381.17,636.21,Extinct in the Wild
Page so,Aves,Carnivora,340.292,2208.59,Critically Endangered
Reason half,Aves,Anura,61.829,11.39,Endangered
Fund ask,Aves,Squamata,2400.048,1329.37,Endangered
Whose themselves,Aves,Squamata,1939.249,622.3,Endangered
Attention behavior,Amphibia,Rodentia,2116.748,1038.73,Least Concern
Nor instead,Actinopterygii,Passeriformes,477.952,2746.39,Critically Endangered
Question test,Amphibia,Primates,3720.38,2233.23,Vulnerable
Car laugh,Amphibia,Rodentia,40.166,609.88,Critically Endangered
Character shoulder,Mammalia,Primates,1952.973,1893.56,Extinct in the Wild
Want system,Actinopterygii,Carnivora,4048.691,1468.77,Endangered
Take Congress,Mammalia,Anura,4692.753,1748.45,Near Threatened
Wide prepare,Reptilia,Squamata,4929.808,2602.78,Vulnerable
Best work,Aves,Carnivora,1077.938,1424.38,Extinct in the Wild
Business star,Reptilia,Squamata,2544.011,2227.06,Extinct in the Wild
Partner defense,Actinopterygii,Carnivora,137.391,293.42,Critically Endangered
Soldier various,Mammalia,Rodentia,4104.832,2539.62,Endangered
Fast sport,Actinopterygii,Primates,3868.109,685.81,Least Concern
Buy training,Aves,Squamata,3858.685,795.78,Extinct in the Wild
Part store,Reptilia,Squamata,2736.012,2910.85,Near Threatened
Pm plant,Mammalia,Carnivora,2381.6,564.63,Near Threatened
Return baby,Reptilia,Squamata,245.328,1260.78,Endangered
Drop ten,Aves,Squamata,1876.782,990.99,Least Concern
Garden to,Amphibia,Passeriformes,2152.766,108.85,Near Threatened
Leg sense,Amphibia,Anura,635.197,1571.23,Critically Endangered
Nice finish,Amphibia,Squamata,3396.762,1528.82,Near Threatened
Relationship its,Amphibia,Primates,4342.835,1104.56,Endangered
Throw room,Reptilia,Carnivora,4653.715,2054.92,Near Threatened
Amount tonight,Aves,Primates,2860.072,2817.23,Endangered
Task big,Mammalia,Passeriformes,765.31,2324.62,Least Concern
Cover table,Aves,Squamata,1456.293,470.86,Near Threatened
Land pick,Amphibia,Squamata,2451.188,2670.78,Near Threatened
Meeting hour,Mammalia,Passeriformes,4784.865,1402.64,Extinct in the Wild
Ten bag,Amphibia,Anura,2241.183,2329.01,Least Concern
Support great,Mammalia,Carnivora,2995.063,2962.66,Near Threatened
Piece what,Reptilia,Passeriformes,1979.493,1467.75,Extinct in the Wild
Generation leader,Amphibia,Passeriformes,4614.334,1107.84,Endangered
Order morning,Amphibia,Squamata,3681.767,1230.79,Critically Endangered
President represent,Actinopterygii,Passeriformes,698.908,2882.91,Endangered
Throw born,Mammalia,Anura,633.189,701.86,Least Concern
Structure according,Mammalia,Squamata,3227.488,1160.14,Vulnerable
Assume loss,Aves,Carnivora,4123.061,1060.07,Critically Endangered
Find region,Actinopterygii,Anura,4756.771,2624.85,Least Concern
Apply position,Actinopterygii,Squamata,2875.106,20.42,Critically Endangered
Your fill,Reptilia,Rodentia,6.786,2084.69,Least Concern
Unit company,Mammalia,Rodentia,2024.542,375.43,Extinct in the Wild
Share father,Actinopterygii,Passeriformes,4353.621,1029.67,Vulnerable
Hospital can,Amphibia,Carnivora,4533.751,1644.51,Critically Endangered
Goal professional,Actinopterygii,Rodentia,3128.355,1437.52,Least Concern
Analysis house,Actinopterygii,Passeriformes,4371.878,1832.08,Near Threatened
Deal under,Aves,Anura,4290.456,879.46,Endangered
Act suddenly,Mammalia,Rodentia,2932.396,1263.34,Endangered
Where employee,Mammalia,Carnivora,2985.281,110.36,Near Threatened
Toward area,Actinopterygii,Squamata,4627.465,1100.48,Vulnerable
Start couple,Amphibia,Passeriformes,1936.351,2591.18,Extinct in the Wild
Season when,Aves,Anura,233.659,1500.59,Endangered
Detail fill,Reptilia,Anura,2600.442,189.28,Vulnerable
According single,Mammalia,Primates,3763.867,23.75,Vulnerable
Since hear,Mammalia,Squamata,4249.597,2479.91,Least Concern
Season know,Amphibia,Anura,4854.021,2901.99,Extinct in the Wild
Serious feel,Amphibia,Primates,4223.331,2041.94,Extinct in the Wild
Between form,Actinopterygii,Squamata,1899.517,2150.96,Extinct in the Wild
Technology model,Aves,Anura,653.079,782.23,Near Threatened
Toward particular,Reptilia,Carnivora,190.337,1257.31,Least Concern
Resource likely,Reptilia,Squamata,586.559,299.68,Near Threatened
Activity focus,Aves,Anura,3694.74,651.41,Extinct in the Wild
Few example,Amphibia,Squamata,2173.185,1890.7,Critically Endangered
Loss above,Aves,Rodentia,3366.56,911.0,Extinct in the Wild
Speech vote,Actinopterygii,Carnivora,1545.087,1130.48,Vulnerable
Artist spend,Aves,Carnivora,2794.088,2642.72,Least Concern
Range science,Mammalia,Rodentia,4689.748,2905.87,Critically Endangered
Reality ever,Aves,Rodentia,3810.929,531.66,Vulnerable
Room list,Aves,Passeriformes,3209.961,1428.44,Critically Endangered
Trouble view,Amphibia,Rodentia,675.398,968.01,Extinct in the Wild
Forget same,Amphibia,Rodentia,3087.647,1330.75,Near Threatened
Pull red,Actinopterygii,Passeriformes,4363.224,2694.91,Least Concern
Figure clear,Mammalia,Squamata,1334.241,159.51,Least Concern
Certain present,Actinopterygii,Carnivora,4916.463,2166.29,Least Concern
Fine probably,Actinopterygii,Anura,4515.17,773.86,Endangered
Room know,Aves,Passeriformes,3129.707,2477.0,Vulnerable
Leg personal,Actinopterygii,Primates,3815.127,564.24,Near Threatened
Fact own,Reptilia,Carnivora,2985.108,13.26,Endangered
Site land,Reptilia,Carnivora,3158.956,318.53,Vulnerable
Amount already,Actinopterygii,Anura,4451.074,251.39,Vulnerable
Friend whole,Mammalia,Passeriformes,3763.682,2852.95,Extinct in the Wild
Receive doctor,Aves,Primates,4775.919,1217.91,Near Threatened
Campaign help,Amphibia,Anura,3686.228,1686.75,Critically Endangered
Audience rock,Mammalia,Squamata,3157.734,630.43,Vulnerable
Room such,Mammalia,Rodentia,3948.666,719.19,Extinct in the Wild
From establish,Mammalia,Squamata,1304.867,2065.91,Vulnerable
Lawyer hundred,Aves,Primates,717.018,2679.47,Endangered
Performance wide,Amphibia,Anura,3567.802,157.62,Least Concern
Size Congress,Aves,Primates,3660.333,1086.63,Critically Endangered
Beyond kind,Mammalia,Anura,720.402,2665.72,Near Threatened
Small see,Mammalia,Carnivora,2458.842,2285.06,Least Concern
Call whole,Reptilia,Rodentia,3388.863,1076.07,Extinct in the Wild
Kid change,Aves,Primates,4411.568,2640.68,Endangered
Computer industry,Reptilia,Primates,4353.522,355.31,Near Threatened
Size major,Actinopterygii,Squamata,2183.546,2478.48,Critically Endangered
Difference defense,Mammalia,Carnivora,1877.745,48.59,Near Threatened
Police alone,Amphibia,Squamata,4969.456,930.77,Critically Endangered
Science significant,Aves,Squamata,1949.917,2030.77,Vulnerable
Reveal arrive,Mammalia,Carnivora,4192.633,1256.96,Vulnerable
Federal voice,Actinopterygii,Carnivora,210.698,760.87,Vulnerable
Last certain,Actinopterygii,Carnivora,4785.939,1084.7,Near Threatened
Free card,Aves,Primates,2944.706,544.47,Near Threatened
Animal collection,Mammalia,Primates,2564.904,831.82,Near Threatened
World whose,Actinopterygii,Rodentia,2017.1,150.95,Endangered
Prove some,Mammalia,Squamata,1534.766,2069.98,Extinct in the Wild
Series point,Actinopterygii,Squamata,311.798,2178.78,Critically Endangered
Bed although,Reptilia,Passeriformes,3043.725,2290.98,Critically Endangered
Without store,Aves,Primates,3844.7,608.84,Near Threatened
Mention sound,Reptilia,Anura,322.402,2722.75,Least Concern
Force part,Mammalia,Passeriformes,2719.451,61.1,Critically Endangered
Deep fish,Aves,Anura,562.855,364.65,Endangered
Should point,Aves,Primates,29.201,1956.8,Near Threatened
Least history,Reptilia,Rodentia,3418.151,2425.45,Vulnerable
Difference return,Mammalia,Passeriformes,562.283,2643.78,Endangered
Course will,Amphibia,Squamata,4207.982,942.62,Critically Endangered
Sort whether,Amphibia,Carnivora,4229.665,1874.91,Least Concern
Main since,Mammalia,Primates,4981.814,2781.65,Critically Endangered
Almost bad,Reptilia,Rodentia,4783.803,234.87,Least Concern
Follow note,Actinopterygii,Carnivora,1471.544,2279.32,Near Threatened
Food firm,Aves,Rodentia,4153.863,148.28,Extinct in the Wild
Light friend,Mammalia,Carnivora,3641.737,2315.87,Vulnerable
Congress study,Amphibia,Passeriformes,4133.932,304.12,Near Threatened
Here serve,Reptilia,Primates,850.271,842.47,Vulnerable
Brother glass,Reptilia,Anura,3566.239,1058.71,Near Threatened
Bill may,Amphibia,Rodentia,4526.171,136.3,Extinct in the Wild
The it,Amphibia,Carnivora,2608.996,2454.4,Least Concern
Me very,Mammalia,Squamata,727.456,13.92,Near Threatened
Else fact,Actinopterygii,Squamata,774.626,372.91,Near Threatened
Remain decade,Mammalia,Primates,1709.65,2644.01,Near Threatened
Deep national,Mammalia,Carnivora,2015.616,98.19,Extinct in the Wild
